2018-10-06 18:25:07,393;TSHARK-ryu;88;000000000000001e-2<-->000000000000001d-00000003
2018-10-06 18:25:07,393;TSHARK-ryu;89;000000000000002b-2<-->000000000000002a-00000003
2018-10-06 18:25:07,394;TSHARK-ryu;90;000000000000002b-3<-->000000000000002c-00000002
2018-10-06 18:25:07,394;TSHARK-ryu;91;0000000000000013-3<-->0000000000000014-00000002
2018-10-06 18:25:07,394;TSHARK-ryu;92;000000000000005a-3<-->000000000000005b-00000002
2018-10-06 18:25:07,394;TSHARK-ryu;93;0000000000000041-3<-->0000000000000042-00000002
2018-10-06 18:25:07,394;TSHARK-ryu;94;0000000000000044-2<-->0000000000000043-00000003
2018-10-06 18:25:07,394;TSHARK-ryu;95;000000000000005b-3<-->000000000000005c-00000002
2018-10-06 18:25:07,395;TSHARK-ryu;96;0000000000000021-2<-->0000000000000020-00000003
2018-10-06 18:25:07,395;TSHARK-ryu;97;000000000000004c-3<-->000000000000004d-00000002
2018-10-06 18:25:07,395;TSHARK-ryu;98;0000000000000042-3<-->0000000000000043-00000002
2018-10-06 18:25:07,395;TSHARK-ryu;99;0000000000000043-3<-->0000000000000044-00000002
2018-10-06 18:25:07,395;TSHARK-ryu;100;000000000000003c-3<-->000000000000003d-00000002
2018-10-06 18:25:07,396;TSHARK-ryu;101;0000000000000045-2<-->0000000000000044-00000003
2018-10-06 18:25:07,399;TSHARK-ryu;102;000000000000001c-3<-->000000000000001d-00000002
2018-10-06 18:25:07,399;TSHARK-ryu;103;000000000000003e-2<-->000000000000003d-00000003
2018-10-06 18:25:07,399;TSHARK-ryu;104;0000000000000035-3<-->0000000000000036-00000002
2018-10-06 18:25:07,400;TSHARK-ryu;105;000000000000004e-2<-->000000000000004d-00000003
2018-10-06 18:25:07,401;TSHARK-ryu;106;0000000000000030-3<-->0000000000000031-00000002
2018-10-06 18:25:07,401;TSHARK-ryu;107;000000000000003b-3<-->000000000000003c-00000002
2018-10-06 18:25:07,608;TSHARK-ryu;108;0000000000000017-2<-->0000000000000016-00000003
2018-10-06 18:25:07,611;TSHARK-ryu;109;000000000000001a-2<-->0000000000000019-00000003
2018-10-06 18:25:07,611;TSHARK-ryu;110;0000000000000023-3<-->0000000000000024-00000002
2018-10-06 18:25:07,611;TSHARK-ryu;111;000000000000003e-3<-->000000000000003f-00000002
